city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7094,-78.8844,348669,632.8,shape,FALSE,TRUE,America/New_York,2,29577 29572 29578,1840014717
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8271,342060,866,shape,FALSE,TRUE,America/New_York,2,27412 27301 27406 27411 27403 27214 27235 27401 27407 27408 27409 27410 27405 27455 27402 27404 27417 27420 27427 27429 27435 27438 27413 27497 27498 27499 27495,1840013356
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0888,-85.1436,339694,927.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,46808 46804 46815 46803 46802 46805 46806 46814 46816 46818 46825 46835 46845 46807 46809 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897,1840008261
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3157,-90.2125,333212,506.9,shape,FALSE,TRUE,America/Chicago,2,39174 39217 39269 39210 39211 39272 39204 39202 39216 39206 39213 39201 39212 39209 39203 39060 39205 39207 39215 39225 39236 39282 39283 39284 39286 39289 39296 39298,1840014895
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,328527,1108.5,shape,FALSE,TRUE,America/Detroit,2,48915 48906 48912 48933 48910 48911 48901 48909 48916 48919 48922 48929 48930 48937 48951 48956 48924,1840003102
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.085,-78.9772,325349,549,shape,FALSE,TRUE,America/New_York,2,28306 28304 28307 28308 28310 28311 28390 28305 28314 28301 28303 28302 28309,1840013490
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0286,-81.1821,324227,521.8,shape,FALSE,TRUE,America/New_York,2,31409 31415 31419 31421 31401 31405 31406 31404 31407 31408 31302 31403 31412 31416 31418 31420,1840015830
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,323725,440.3,shape,FALSE,TRUE,America/New_York,2,40536 40526 40511 40505 40514 40504 40508 40513 40515 40516 40517 40509 40502 40503 40507 40510 40512 40522 40523 40524 40533 40544 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40506 40546 40550 40598,1840015211
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2759,-83.731,318688,1659.9,shape,FALSE,TRUE,America/Detroit,2,48109 48108 48104 48105 48103 48113,1840003172
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.695,-73.9211,318383,2398.5,shape,FALSE,TRUE,America/New_York,2,12601 12603 12602,1840000500
Mobile,Mobile,AL,Alabama,1097,Mobile,30.6782,-88.1162,316714,520.7,shape,FALSE,TRUE,America/Chicago,2,36582 36652 36608 36603 36695 36619 36604 36606 36611 36693 36615 36618 36609 36617 36602 36610 36605 36688 36607 36601 36616 36633 36640 36660 36670 36689 36691 36628 36644 36675,1840006009
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463,313898,675.2,shape,FALSE,TRUE,America/New_York,2,44555 44503 44510 44506 44502 44504 44509 44511 44505 44507 44501,1840003563
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,310178,4960.4,shape,FALSE,TRUE,America/New_York,2,07112 07102 07108 07105 07104 07114 07106 07103 07107 07101 07175 07188 07191 07192 07193 07195 07198 07199,1840002791
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9478,-93.1039,307284,2282.5,shape,FALSE,TRUE,America/Chicago,2,55155 55103 55107 55106 55104 55116 55105 55102 55108 55119 55130 55117 55114 55101 55164 55133 55144 55145 55146 55170 55131,1840008940
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7014,300369,641.4,shape,FALSE,TRUE,America/New_York,2,33884 33880 33881 33883 33885 33888,1840015970
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,300073,787.8,shape,FALSE,TRUE,America/Chicago,2,65810 65802 65803 65801 65804 65809 65806 65807 65897 65619 65805 65808 65814 65890 65898 65899 65817,1840009904
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6369,299345,648.8,shape,FALSE,TRUE,America/New_York,2,28027 28025 28026,1840014559
Flint,Flint,MI,Michigan,26049,Genesee,43.0236,-83.6921,295285,925.7,shape,FALSE,TRUE,America/Detroit,2,48507 48502 48505 48504 48506 48503 48550 48551 48552 48553 48556 48557,1840002949
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5707,-82.5537,295184,802.5,shape,FALSE,TRUE,America/New_York,2,28804 28801 28803 28805 28806 28776 28814 28815 28816 28810,1840013411
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7184,-74.0686,294078,7698.9,shape,FALSE,TRUE,America/New_York,2,07311 07307 07304 07302 07305 07306 07310 07303 07308 07097 07395 07399,1840003600
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0557,-81.9545,290540,695.6,shape,FALSE,TRUE,America/New_York,2,33803 33801 33811 33805 33813 33815 33802 33804 33806,1840015108
Canton,Canton,OH,Ohio,39151,Stark,40.8078,-81.3676,287351,1015.6,shape,FALSE,TRUE,America/New_York,2,44702 44703 44707 44705 44714 44706 44708 44709 44704 44710 44711 44750 44799,1840000963
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.2099,-77.8866,285611,908.1,shape,FALSE,TRUE,America/New_York,2,28403 28409 28412 28405 28401 28402 28406 28408,1840015576
Reading,Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267,283546,3736,shape,FALSE,TRUE,America/New_York,2,19611 19604 19601 19602 19603 19612,1840001185
Davenport,Davenport,IA,Iowa,19163,Scott,41.5565,-90.6053,281044,606.8,shape,FALSE,TRUE,America/Chicago,2,52801 52802 52806 52807 52803 52804 52805 52808 52809,1840007081
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696,279977,950,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,46613 46601 46635 46628 46615 46619 46614 46617 46616 46634 46660 46680 46626 46699,1840009241
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2596,-89.064,271411,872.1,shape,FALSE,TRUE,America/Chicago,2,61103 61108 61102 61109 61114 61107 61101 61104 61105 61106 61110 61125 61126,1840009132
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.3791,-88.0811,264501,2072.2,shape,FALSE,TRUE,America/Chicago,2,60073,1840011171
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,262732,1641.3,shape,FALSE,TRUE,America/New_York,2,33701 33702 33762 33715 33714 33703 33711 33704 33705 33707 33710 33716 33712 33713 33731 33732 33733 33734 33742 33743 33747 33729,1840015977
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2527,260687,760,shape,FALSE,TRUE,America/New_York,2,32313 32310 32312 32306 32303 32309 32301 32307 32304 32308 32399 32317 32311 32302 32314 32315 32316,1840015913
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,256672,363.3,shape,FALSE,TRUE,America/New_York,2,31905 31808 31820 31901 31904 31903 31907 31909 31906 31829 31902 31908 31914 31917 31995 31993 31997 31998 31999,1840014887
Peoria,Peoria,IL,Illinois,17143,Peoria,40.752,-89.6154,255063,899.8,shape,FALSE,TRUE,America/Chicago,2,61625 61615 61606 61602 61603 61605 61614 61604 61601 61651 61652 61653 61654 61655 61656 61613 61629 61630 61634 61636 61637 61638 61639 61643,1840009373
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3482,-86.2668,254752,477,shape,FALSE,TRUE,America/Chicago,2,36113 36057 36107 36112 36114 36116 36108 36101 36130 36115 36111 36110 36104 36105 36106 36109 36117 36120 36121 36123 36124 36125 36118 36131 36132 36135 36140 36141 36142 36177 36191,1840008353
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3023,252583,288.1,shape,FALSE,TRUE,America/New_York,2,23322 23320 23321 23323 23325 23324 23327 23328 23326,1840003874
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4274,-89.0704,244766,506.7,shape,FALSE,TRUE,America/Chicago,2,39503 39501 39507 39502 39505 39506,1840013947
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315,244270,3278.4,shape,FALSE,TRUE,America/New_York,2,17401 17404 17403 17405,1840001472
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491,240705,1143.2,shape,FALSE,TRUE,America/New_York,2,03064 03060 03063 03062 03061,1840002984
Rock Hill,Rock Hill,SC,South Carolina,45091,York,34.9415,-81.0241,240159,653.1,shape,FALSE,TRUE,America/New_York,2,29730 29733 29732 29731,1840014618
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,236254,3508.7,shape,FALSE,FALSE,America/New_York,2,22211 22209 22204 22202 22213 22201 22206 22207 22205 22203 22214 22210 22215 22216 22219 22212 22217 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350,1840006112
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,233596,1693,shape,FALSE,TRUE,America/New_York,2,23507 23523 23518 23551 23503 23502 23511 23510 23504 23505 23517 23509 23508 23513 23501 23514 23541 23515 23529 23506 23519,1840003869
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.278,-88.3892,230473,1139.4,shape,FALSE,TRUE,America/Chicago,2,54915 54911 54913 54914 54912 54919,1840002400
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5692,-87.3413,227059,680.8,shape,FALSE,TRUE,America/Chicago,2,37043 37040 42223 37042 37041 37044,1840014421
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045,226165,4044.2,shape,FALSE,TRUE,America/New_York,2,33013 33018 33016 33010 33012 33014,1840015157
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137,223506,1006.9,shape,FALSE,TRUE,America/New_York,2,32725 32738 32739,1840015072
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895,222170,902.1,shape,FALSE,TRUE,America/Chicago,2,54304 54311 54302 54301 54303 54305 54306 54308,1840002344
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9442,-81.9251,218799,741.8,shape,FALSE,TRUE,America/New_York,2,29307 29302 29301 29306 29304 29319,1840015482
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.9581,218060,893.1,shape,FALSE,TRUE,America/New_York,2,24022 24011 24012 24013 24014 24019 24017 24016 24015 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,1840003858
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3459,216479,878.8,shape,FALSE,TRUE,America/New_York,2,32612 32610 32607 32653 32601 32605 32608 32603 32609 32604 32614 32627 32635 32611,1840014022
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,215288,1145.2,shape,FALSE,TRUE,America/Detroit,2,49007 49001 49008 49074 49006 49005 49019,1840003185
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.741,-81.3223,213375,529.1,shape,FALSE,TRUE,America/New_York,2,28602 28601 28603,1840014524
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,210907,1234.2,shape,FALSE,TRUE,America/New_York,2,04109 04108 04019 04101 04103 04102 04104 04112 04116 04122,1840000327
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8673,209978,4502.6,shape,FALSE,TRUE,America/New_York,2,10707 10703 10701 10704 10705 10710 10708 10702,1840003478
Ocala,Ocala,FL,Florida,12083,Marion,29.178,-82.1511,208245,535.6,shape,FALSE,TRUE,America/New_York,2,34470 34471 34474 34475 34477 34478 34483,1840015067
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,204653,1304.7,shape,FALSE,TRUE,America/New_York,2,21740 21742 21741 21747 21749,1840005613
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,204607,946.7,shape,FALSE,TRUE,America/Chicago,2,47714 47715 47713 47710 47711 47708 47701 47702 47703 47704 47705 47706 47716 47719 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47722 47740 47747 47750,1840013730
Waterbury,Waterbury,CT,Connecticut,9140,Naugatuck Valley,41.5582,-73.0361,202514,1553.1,shape,FALSE,TRUE,America/New_York,2,06705 06702 06706 06704 06708 06710 06703 06720 06721 06722 06723 06724 06725 06726 06701,1840004851
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,201994,1069.6,shape,FALSE,TRUE,America/New_York,2,44055 44053 44052,1840000644
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,41.9662,-91.6783,195323,710.1,shape,FALSE,TRUE,America/Chicago,2,52401 52404 52405 52411 52402 52403 52406 52407 52408 52409 52410 52497 52498 52499,1840000471
Frederick,Frederick,MD,Maryland,24021,Frederick,39.4337,-77.4141,195161,1343.8,shape,FALSE,TRUE,America/New_York,2,21701 21705 21702 21709,1840005710
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,35.849,-86.4121,194551,965.8,shape,FALSE,TRUE,America/Chicago,2,37130 37129 37128 37132 37127 37133 37131,1840014495
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345,192569,1090,shape,FALSE,TRUE,America/New_York,2,25755 25703 25704 25701 25702 25705 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778,1840006211
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,34.7821,-82.3032,189546,841.4,shape,FALSE,TRUE,America/New_York,2,29607 29662 29681,1840015476
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,187349,1066.7,shape,FALSE,TRUE,America/New_York,2,22401 22404 22412,1840003845
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,26.1412,-80.1464,185604,2072.3,shape,FALSE,TRUE,America/New_York,2,33305 33306 33308 33304 33309 33315 33312 33334 33301 33316 33311 33320 33338 33339 33340 33346 33348 33394,1840014236
Erie,Erie,PA,Pennsylvania,42049,Erie,42.1167,-80.0733,184712,1894,shape,FALSE,TRUE,America/New_York,2,16550 16546 16510 16504 16501 16502 16507 16503 16511 16508 16512 16514 16522 16530 16538 16541 16544 16553,1840000478
Gainesville,Gainesville,GA,Georgia,13139,Hall,34.2902,-83.8294,184237,514.2,shape,FALSE,TRUE,America/New_York,2,30507 30504 30501,1840013612
Newport News,Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185,184216,1030.9,shape,FALSE,TRUE,America/New_York,2,23606 23602 23607 23601 23604 23605 23608 23603 23609 23612 23628 23630,1840003862
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,35.2494,-81.1854,181152,595.5,shape,FALSE,TRUE,America/New_York,2,28056 28052 28054,1840013468
Spring Hill,Spring Hill,FL,Florida,12053,Hernando,28.4798,-82.53,181097,773.1,shape,FALSE,FALSE,America/New_York,2,34606 34608 34609 34604 34611,1840014105
Aurora,Aurora,IL,Illinois,17089,Kane,41.7638,-88.2902,179898,1541.4,shape,FALSE,TRUE,America/Chicago,2,60519 60502 60505 60503 60504 60506 60507 60598 60568 60569 60572 60599,1840007034
Cary,Cary,NC,North Carolina,37183,Wake,35.7819,-78.8195,179306,1135.5,shape,FALSE,TRUE,America/New_York,2,27560 27518 27519 27511 27513 27512,1840016196
Panama City,Panama City,FL,Florida,12005,Bay,30.1995,-85.6003,177998,380.7,shape,FALSE,TRUE,America/Chicago,2,32404 32401 32405 32402 32412,1840015034
High Point,High Point,NC,North Carolina,37081,Guilford,35.991,-79.9937,175377,781.3,shape,FALSE,TRUE,America/New_York,2,27265 27268 27263 27282 27260 27262 27235 27261 27264,1840014479
Danbury,Danbury,CT,Connecticut,9190,Western Connecticut,41.4015,-73.4709,174548,801.6,shape,FALSE,TRUE,America/New_York,2,06811 06810 06813,1840004837
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,26.0128,-80.3382,173194,2046.1,shape,FALSE,TRUE,America/New_York,2,33026 33029 33024 33027 33025 33023 33028 33084,1840015141
Leesburg,Leesburg,FL,Florida,12069,Lake,28.7672,-81.8962,171283,302.3,shape,FALSE,TRUE,America/New_York,2,34748 34736 34762 34749 34789,1840015083
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2562,170561,1016.2,shape,FALSE,TRUE,America/Detroit,2,49443 49440 49442 49441,1840002870
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5268,170416,685.6,shape,FALSE,TRUE,America/Chicago,2,35487 35475 35405 35406 35401 35404 35476 35403 35407 35486,1840005563
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,167888,1350,shape,FALSE,TRUE,America/New_York,2,03101 03104 03103 03102 03109 03105 03108 03111,1840002983
Norwich,Norwich,CT,Connecticut,9180,Southeastern Connecticut,41.5495,-72.0882,166930,550,shape,FALSE,TRUE,America/New_York,2,06380 06389 06360,1840004828
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe,40.3991,-86.8593,165110,904.6,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,47905 47901 47904 47909 47902 47903,1840008354
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,41.6697,-70.9428,160431,1949.5,shape,FALSE,TRUE,America/New_York,2,02744 02746 02745 02740 02741 02742,1840003219
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624,158735,7284.7,shape,FALSE,TRUE,America/New_York,2,07505 07514 07524 07503 07502 07504 07522 07501 07513 07507 07509 07533 07543 07544 07510,1840000838
Binghamton,Binghamton,NY,New York,36007,Broome,42.1014,-75.9093,157696,1737.2,shape,FALSE,TRUE,America/New_York,2,13903 13905 13901 13904,1840000460
Springfield,Springfield,IL,Illinois,17167,Sangamon,39.7709,-89.654,157178,714.3,shape,FALSE,TRUE,America/Chicago,2,62701 62707 62703 62711 62629 62702 62712 62706 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,1840009517
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861,156976,4058.1,shape,FALSE,TRUE,America/New_York,2,22301 22311 22304 22305 22314 22302 22320 20598 22333 22334 22331 22332,1840003837
Macon,Macon,GA,Georgia,13021,Bibb,32.8065,-83.6974,156578,242.4,shape,FALSE,TRUE,America/New_York,2,31213 31216 31217 31204 31207 31201 31206 31210 31220 31211 31052 31202 31203 31205 31208 31209 31221 31294 31295 31296,1840043455
Hollywood,Hollywood,FL,Florida,12011,Broward,26.0293,-80.1679,155082,2197.3,shape,FALSE,TRUE,America/New_York,2,33019 33020 33022 33024 33004 33021 33023 33312 33316 33081 33082 33302,1840015144
Champaign,Champaign,IL,Illinois,17019,Champaign,40.1142,-88.2737,153687,1509,shape,FALSE,TRUE,America/Chicago,2,61822 61820 61821 61824 61825 61826,1840007239
Burlington,Burlington,NC,North Carolina,37001,Alamance,36.076,-79.4685,152375,747.4,shape,FALSE,TRUE,America/New_York,2,27217 27215,1840013362
Naperville,Naperville,IL,Illinois,17043,DuPage,41.748,-88.1659,150692,1478.4,shape,FALSE,TRUE,America/Chicago,2,60564 60565 60563 60540 60567,1840008143
Joliet,Joliet,IL,Illinois,17197,Will,41.5188,-88.1499,150445,876.3,shape,FALSE,TRUE,America/Chicago,2,60436 60433 60421 60435 60431 60432 60586 60434,1840008192
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,41.6916,-85.9627,149701,737.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,46514 46516 46517 46515,1840008187
Columbia,Columbia,MO,Missouri,29019,Boone,38.9472,-92.3268,148781,734.7,shape,FALSE,TRUE,America/Chicago,2,65216 65215 65201 65203 65202 65211 65217 65218 65299,1840007391
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,32.5961,-83.6527,148466,827,shape,FALSE,TRUE,America/New_York,2,31088 31093 31005 31099,1840015800
